company_id,tsx_code,company_name,name_alt,status,headquarters,minerals_of_interest,percent_gold,percent_silver,description,last_updated
394,SKP.V,STRIKEPOINT GOLD,,explorer,"Vancouver, Canada","gold,silver",70.0,30.0,"Exploration company focused on gold and silver projects in British Columbia's Golden Triangle and Nevada's Walker Lane Trend, with key projects being the Cuprite Gold Project, Willoughby gold-silver project, and Porter silver project.",2025-03-26 00:00:00+0000
395,SLI.V,STANDARD LITHIUM,,developer,"Vancouver, Canada",lithium,0.0,0.0,Lithium development company with projects in Arkansas and California.,2025-03-26 00:00:00+0000
396,SLR.TO,SOLITARIO RESOURCES CORP.,,developer,"Wheat Ridge, USA","gold, zinc, silver",60.0,40.0,Exploration and development company focused on gold and silver projects in the US and Peru.,2025-03-25 22:56:00+0000
397,SLV.CN,SILVER DOLLAR RESOURCES,,explorer,"Victoria, Canada","silver, gold",20.0,80.0,Exploration company focused on silver and gold projects in Idaho and Mexico.,2025-03-25 22:56:00+0000
398,SLVR.V,SILVER TIGER METALS,,developer,"Halifax, Canada","silver, gold",54.0,46.0,"Silver and gold developer with the El Tigre Project in Sonora, Mexico.",2025-03-25 22:49:00+0000
399,SM.V,SIERRA MADRE GOLD AND SILVER,,producer,"Vancouver, Canada","gold, silver",46.34,53.66,"Sierra Madre Gold and Silver is a Canadian-based mining company with its flagship La Guitarra Mine in Mexico, producing gold and silver.",2025-03-26 05:30:00+0000
400,SMN.V,SUN SUMMIT MINERALS,,explorer,"Vancouver, Canada","gold, silver",90.0,10.0,"Sun Summit Minerals is a Canadian exploration company focused on expanding its epithermal gold discovery at the Buck Project in central British Columbia, with additional exploration at the JD Project in the Toodoggone region.",2025-03-26 05:25:00+0000
401,SMT.TO,SIERRA METALS,,producer,"Vancouver, Canada","silver, gold, copper, lead, zinc",23.1,76.9,"Sierra Metals is a Canadian mining company with operations in Mexico and Peru, producing silver, gold, copper, lead, and zinc from its Yauricocha and Bolivar mines.",2025-03-26 05:20:00+0000
402,SNAG.V,SILVER NORTH RESOURCES,,explorer,"Vancouver, Canada","silver, gold",20.0,80.0,"Silver North Resources is a Canadian-based exploration company focused on silver and gold projects in the Keno Hill Silver District of the Yukon, with key properties including the Haldane and Tim projects.",2025-03-26 05:15:00+0000
403,SNG.V,SILVER RANGE RESOURCES,,explorer,"Vancouver, Canada","gold, silver",50.0,50.0,"Silver Range Resources is a Canadian-based precious metals exploration company focused on generating and optioning out high-grade gold and silver projects in Nevada and Northern Canada, with key properties including East Goldfield and Tule Canyon.",2025-03-26 05:12:00+0000
404,SOI.V,SIRIOS RESOURCES,,explorer,"Montreal, Canada",gold,100.0,0.0,"Sirios Resources is a Canadian mining exploration company focused on developing its high-potential gold properties in the Eeyou Istchee James Bay region of Quebec, with its flagship Cheechoo Gold Project advancing toward resource expansion.",2025-03-26 05:07:00+0000
405,SOMA.V,SOMA GOLD CORP.,,producer,"Vancouver, Canada",gold,100.0,0.0,"Gold producer operating the El Bagre Gold Mining Complex in Colombia, with exploration interests in Brazil.",2025-03-25 00:00:00+0000
406,SPA.V,SPANISH MOUNTAIN GOLD LTD.,,developer,"Vancouver, Canada","gold, silver",98.0,2.0,"Gold and silver development company advancing the Spanish Mountain project in British Columbia, Canada, with a Prefeasibility Study completed in 2021.",2025-03-25 00:00:00+0000
407,SPMC.V,SOUTH PACIFIC METALS CORP.,KAINANTU RESOURCES LTD.,explorer,"Vancouver, Canada","gold, copper",70.0,0.0,"Junior exploration company targeting gold and copper in Papua New Guinea, with key projects including Kili Teke, May River, Anga, and Osena.",2025-03-25 00:00:00+0000
408,SGO.V,SONORO GOLD,,explorer,"2489 Bellevue Avenue, West Vancouver, BC, Canada",,,,"Sonoro Gold Corp., an exploration stage company, engages in the acquisition, exploration, and development of mineral properties in Mexico. The company primarily explores for gold and silver deposits. Its flagship project is the Cerro Caliche property comprising 15 contiguous mining concessions covering an area of approximately 1,350.10 hectares located in the Cucurpe Municipality of Sonora State in northwestern Mexico. The company was formerly known as Sonoro Metals Corp. and changed its name to Sonoro Gold Corp. in August 2020. Sonoro Gold Corp. is headquartered in West Vancouver, Canada.",2025-03-18 06:04:40+0000
409,SIC.V,SOKOMAN MINERALS,,explorer,"82 Richmond Street East, Toronto, ON, Canada",,,,"Sokoman Minerals Corp., an exploration-stage company, engages in the acquisition and exploration of mineral properties in Canada. The company primarily focuses on its portfolio of gold projects located in the province of Newfoundland and Labrador. Its flagship project is the 100% owned Moosehead gold property that consist of 98 claims covering an area of approximately 2,450 hectares located in central Newfoundland. The company was formerly known as Sokoman Iron Corp. and changed its name to Sokoman Minerals Corp. in February 2019. Sokoman Minerals Corp. is headquartered in Toronto, Canada.",2025-03-18 06:04:40+0000
410,SRL.V,SALAZAR RESOURCES,,developer,"Vancouver, Canada","gold, copper",81.5,0.0,"Exploration and development company focused on gold and copper projects in Ecuador, with flagship projects Curipamba and Santiago.",2025-03-25 21:30:00+0000
411,SGZ.V,SEGO RESOURCES,,explorer,"Parkgate Village RPO, North Vancouver, BC, Canada",,,,"Sego Resources Inc., an exploration stage company, engages in the acquisition, exploration, and evaluation of mineral properties in Canada. The company owns a 100% interest in the Miner Mountain property, a copper-gold porphyry project that consists of 15 mineral claims covering an area of approximately 2056.54 hectares located in the Similkameen Mining Division of British Columbia. Sego Resources Inc. was incorporated in 2005 and is headquartered in North Vancouver, Canada.",2025-03-18 06:04:40+0000
412,SSRM.TO,SSR MINING,SSR Mining Inc.,producer,"Lakewood, Colorado, USA","gold, silver",91.5,8.5,"Gold and silver producer with operating mines in the United States (Marigold and Turret), Turkey (Hod Maden), and a development project in Argentina (Puna).",2025-03-25 20:59:00+0000
413,SSV.V,SOUTHERN SILVER EXPLORATION,,developer,"Vancouver, Canada","silver, gold",5.0,95.0,"Silver exploration and development company with the flagship Cerro Las Minitas silver-lead-zinc project in Durango, Mexico, and additional gold potential from the Nazas and Oro projects.",2025-03-25 20:55:00+0000
414,SSVR.V,SUMMA SILVER,,explorer,"Vancouver, Canada","silver, gold",30.0,70.0,"Silver-gold exploration company with the Hughes Project in Nevada and Mogollon Project in New Mexico, targeting high-grade vein systems.",2025-03-25 20:54:00+0000
415,STGO.TO,STEPPE GOLD,,producer,"Ulaanbaatar, Mongolia","gold, silver",95.0,5.0,"Gold producer operating the ATO Gold Mine and Boroo Gold Mine in Mongolia, with ongoing Phase 2 expansion at ATO.",2025-03-25 20:53:00+0000
416,SRC.V,STAKEHOLDER GOLD,,explorer,"Toronto, Canada",gold,100.0,0.0,"Junior gold exploration company focused on the Ballarat Gold Project in Yukon, Canada, with additional revenue from a blue quartzite quarry in Brazil.",2025-03-20 00:00:00+0000
417,STRR.V,STAR ROYALTIES,,explorer,"110 Yonge Street, Toronto, ON, Canada",,,,"Star Royalties Ltd. operates as a precious metals and carbon credits royalty and streaming company. The company provides wealth creation through originating transaction structuring with alignment to counterparties and shareholders. It specializes in bespoke and operator-friendly financing solutions, including originating and restructuring of royalties and streams in precious metals and in North American nature-based carbon offset projects. Star Royalties Ltd. was incorporated in 2018 and is headquartered in Toronto, Canada.",2025-03-18 06:04:40+0000
418,STS.V,SOUTH STAR BATTERY METALS,,developer,"Vancouver, Canada",graphite,0.0,0.0,"Battery metals company focused on graphite, with Santa Cruz Graphite Mine in Brazil nearing production and BamaStar Graphite Project in Alabama, USA, in development.",2025-03-25 20:47:00+0000
419,STU.V,Stuhini Exploration Ltd,,explorer,"Vancouver, Canada","molybdenum, silver, gold",10.0,20.0,"Junior exploration company focused on the Ruby Creek molybdenum project in British Columbia, with additional silver-gold prospects at Red Hills and Jersey Valley in Nevada.",2025-03-26 03:45:00+0000
420,STLR.TO,STLLR GOLD,,developer,"Toronto, Canada",gold,100.0,0.0,"Gold development company advancing the Tower Gold Project in Timmins, Ontario, and the Colomac Gold Project in Northwest Territories, Canada.",2025-03-25 20:49:00+0000
421,SSL.TO,SANDSTORM GOLD ROYALTIES,,explorer,"733 Seymour Street, Vancouver, BC, Canada",,,,"Sandstorm Gold Ltd. operates as a gold royalty company. The company focuses on acquiring royalties and gold and other metals purchase agreements from companies that have advanced stage operating mines. It offers upfront payments for companies to acquire a stream and receives the right to purchase a percentage of a mine's production for the life of the mine. The company has a portfolio of 243 streams and royalties. It primarily has operations in Canada, Mexico, the United States, Mongolia, Burkina Faso, Ecuador, South Africa, Ghana, Botswana, Cote D'Ivoire, Argentina, Brazil, Chile, Peru, Egypt, Ethiopia, Guyana, Paraguay, French Guiana, Turkey, Sweden, Fiji, and Australia. The company was formerly known as Sandstorm Resources Ltd. and changed its name to Sandstorm Gold Ltd. in February 2011. Sandstorm Gold Ltd. was incorporated in 2007 and is headquartered in Vancouver, Canada.",2025-03-18 06:04:40+0000
422,SVE.V,Silver One Resources Inc,,explorer,"Vancouver, Canada","silver, gold",10.0,90.0,"Junior exploration company focused on the Candelaria silver project in Nevada, with additional prospects at Cherokee and Phoenix Silver in Nevada and Arizona.",2025-03-26 03:43:00+0000
423,SUP.V,Northern Superior Resources Inc,,explorer,"Sudbury, Canada",gold,100.0,0.0,"Junior exploration company focused on the Philibert gold project in Québec and the TPK gold project in Ontario, with additional prospects in the Chibougamau Gold Camp.",2025-03-26 03:44:00+0000
424,SVRS.V,Silver Storm Mining Ltd,Golden Tag Resources Ltd,developer,"Toronto, Canada","silver, gold",10.0,90.0,"Junior mining company advancing the La Parrilla Silver Mine Complex in Durango, Mexico, with a focus on silver and gold production.",2025-03-26 03:40:00+0000
425,SWA.V,Sarama Resources Ltd,,explorer,"Subiaco, Australia",gold,100.0,0.0,Junior exploration company focused on the Sanutura gold project in Burkina Faso and Cosmo/Mt Venn projects in Western Australia.,2025-03-26 03:39:00+0000
426,SWLF.V,Silver Wolf Exploration Ltd,,explorer,"Vancouver, Canada","silver, gold",15.0,85.0,Junior exploration company focused on the Ana Maria and El Laberinto silver-gold projects in Mexico.,2025-03-26 03:38:00+0000
427,SXGC.V,Southern Cross Gold Consolidated Ltd,,explorer,"Melbourne, Australia",gold,100.0,0.0,"Junior exploration company focused on the Sunday Creek gold-antimony project in Victoria, Australia, with additional early-stage prospects in the region.",2025-03-25 20:16:00+0000
428,TAJ.V,TAJIRI RESOURCES,Tajiri Resources Corp.,explorer,"Vancouver, Canada",gold,100.0,0.0,"Junior gold exploration company with projects in Burkina Faso and Guyana, focusing on the Reo Gold Project and Yono Property.",2025-03-25 19:53:00+0000
429,SPX.V,STELLAR AFRICAGOLD INC.,,explorer,"Vancouver, Canada","gold, silver",90.0,10.0,"Junior gold and silver exploration company with projects in Morocco (Tichka Est Gold Project) and Cote d'Ivoire (Zuenoula Gold permit), and recent expansion into silver exploration in Morocco.",2025-03-25 00:00:00+0000
430,TBK.V,TRAILBREAKER RESOURCES,Trailbreaker Resources Ltd.,explorer,"Vancouver, Canada","gold, copper, molybdenum, silver",100.0,0.0,"Canadian-based mining exploration company focused on gold exploration in British Columbia and the Yukon Territory, with key projects including the Atsutla Gold project and the Liberty Copper-Molybdenum project.",2025-03-26 01:01:00+0000
431,SVM.TO,Silvercorp Metals Inc,,producer,"Vancouver, Canada","silver, gold",5.0,95.0,"Mid-tier mining company producing silver, gold, lead, and zinc, primarily from the Ying Mining District in China, with growth projects like El Domo in Ecuador.",2025-03-26 03:41:00+0000
432,SURG.V,Surge Copper Corp,Gold Reach Resources Ltd,developer,"Vancouver, Canada","copper, gold",20.0,0.0,"Junior mining company advancing the Berg and Ootsa copper-gold projects in British Columbia, with a focus on critical metals for energy transition.",2025-03-26 03:44:00+0000
433,TDG.V,TDG GOLD,TDG Gold Corp.,explorer,"White Rock, Canada","gold, silver",67.3,32.7,"Exploration company focused on gold and silver projects in the Toodoggone District, British Columbia, with potential for copper near recent discoveries.",2025-03-26 02:55:00+0000
434,TECT.V,TECTONIC METALS,Tectonic Metals Inc.,explorer,"Vancouver, Canada",gold,100.0,0.0,"Gold exploration company targeting district-scale projects in Alaska, including Flat and Tibbs.",2025-03-26 02:49:00+0000
435,TBX.V,TURMALINA METALS,Turmalina Metals Corp.,explorer,"Vancouver, Canada","gold, silver, copper",100.0,0.0,"Turmalina Metals is an explorer focused on gold and copper projects in South America, with key projects including the San Francisco gold-silver-copper project in Argentina and the Colquemayo copper-gold-silver project in Peru.",2025-03-25 20:00:00+0000
436,TCO.V,TRANSATLANTIC MINING,Trans Atlantic Mining Corp,explorer,"Vancouver, Canada","gold, copper",100.0,0.0,"Emerging metal explorer and developer focused on high-grade gold deposits in the United States, with key projects in Montana and Idaho.",2025-03-25 19:53:00+0000
437,TAU.V,THESIS GOLD,Thesis Gold Inc.,explorer,"Vancouver, Canada","gold, silver",75.0,25.0,"Thesis Gold is a junior resource company focused on exploring gold and silver deposits in the Toodoggone mining district of British Columbia, Canada, with key projects being the Ranch and Lawyers gold-silver projects.",2025-03-25 19:53:00+0000
438,TGOL.V,THUNDER GOLD,,explorer,"Thunder Bay, Canada",gold,100.0,0.0,"Junior exploration company focused on gold exploration in Canada, with the flagship Tower Mountain gold property in northwestern Ontario.",2025-03-25 18:58:00+0000
439,THX.V,THOR EXPLORATIONS,,producer,"Vancouver, Canada",gold,100.0,0.0,"Gold producer with the Segilola Gold Mine in Nigeria, and exploration projects in Senegal and lithium exploration in Nigeria.",2025-03-25 18:58:00+0000
440,TIN.V,TINCORP METALS,,developer,"Vancouver, Canada","tin, gold, silver",20.0,10.0,"Developer advancing tin projects in Bolivia and the Skukum gold-silver project in Yukon, Canada.",2025-03-25 00:00:00+0000
441,TK.V,TINKA RESOURCES,,developer,"Vancouver, Canada","zinc, silver, tin",0.0,0.0,"Developer of the Ayawilca Zinc-Silver-Tin project in central Peru, with additional exploration projects in the region.",2025-03-25 00:00:00+0000
442,TLG.TO,TROILUS GOLD,,developer,"Vancouver, Canada","gold, silver",91.8,8.2,"Gold development company with the Troilus gold project in Quebec, Canada. The project has a history of production from 1996 to 1999 and has updated mineral resource estimates with indicated resources of 2.8 million ounces AuEq and inferred resources of 1.7 million ounces AuEq.",2025-03-25 00:00:00+0000
443,TSG.V,TRISTAR GOLD,,developer,"SCOTTSDALE, Arizona, USA",gold,100.0,0.0,"Gold development company with the Castelo de Sonhos project in Pará State, Brazil. Has completed a pre-feasibility study and is advancing permitting.",2025-03-25 00:00:00+0000
444,TFPM.TO,TRIPLE FLAG PRECIOUS METALS,Triple Flag Precious Metals Corp.,producer,"Toronto, Canada","gold, silver, copper, nickel, lead, zinc",80.0,20.0,Streaming and royalty company focused on precious metals with a diversified portfolio across multiple jurisdictions.,2025-03-26 02:40:00+0000
445,TMQ.TO,TRILOGY METALS,,explorer,"510 Burrard Street, Vancouver, BC, Canada",,,,"Trilogy Metals Inc. engages in the exploration and development of mineral properties in the United States. It primarily explores for copper, cobalt, lead, zinc, gold, and silver properties. The company principally holds interests in the Upper Kobuk mineral projects that include the Arctic, which contains polymetallic volcanogenic massive sulfide deposits; and Bornite that contains carbonate-hosted copper - cobalt deposits covering an area of approximately 448,217 acres located in the Ambler mining district in Northwest Alaska. The company was formerly known as NovaCopper Inc. and changed its name to Trilogy Metals Inc. in September 2016. Trilogy Metals Inc. was founded in 2004 and is headquartered in Vancouver, Canada.",2025-03-18 05:40:30+0000
446,TNR.V,TNR GOLD,,explorer,"789 West Pender Street, Vancouver, BC, Canada",,,,"TNR Gold Corp. engages in the acquiring and exploring mineral properties. It explores for gold, copper, silver, and lithium deposits. The company holds a 90% interest in the Shotgun gold project located in the southwestern Alaska. It also holds royalty interests in the Los Azules Copper and Mariana Lithium projects located in Argentina. TNR Gold Corp. was incorporated in 1988 and is headquartered in Vancouver, Canada.",2025-03-18 06:04:40+0000
447,TM.V,TRIGON METALS,,explorer,"658 Lansdowne Avenue, Toronto, ON, Canada",,,,"Trigon Metals Inc., together with its subsidiaries, engages in the acquisition, exploration, development, and maintenance of mines and mineral properties in the African continent. It primarily explores for copper, lead, and silver deposits. The company holds an 80% interest in its flagship project, the Kombat Mine Property, which consists of five mining licenses and two prospecting licenses located in Northern Namibia. The company was formerly known as Kombat Copper Inc. and changed its name to Trigon Metals Inc. in December 2016. Trigon Metals Inc. was incorporated in 2005 and is headquartered in Toronto, Canada.",2025-03-18 06:04:40+0000
448,TORQ.V,TORQ RESOURCES,,explorer,"1177 West Hastings Street, Vancouver, BC, Canada",,,,"Torq Resources Inc., a junior exploration company, engages in the acquisition and exploration of mineral properties in the Americas. The company has an option to acquire 100% interests in the Margarita iron oxide-copper-gold project covering an area of approximately 1,045 hectares located in the city of Copiapo, Chile; Santa Cecilia gold-copper project, which covers an area of 3,250-hectares located in Chile. It has an option to acquire Andrea copper porphyry project located in northern Chile. The company was formerly known as Stratton Resources Inc. and changed its name to Torq Resources Inc. in March 2017. Torq Resources Inc. was founded in 1985 and is headquartered in Vancouver, Canada.",2025-03-18 06:04:40+0000
449,TERA.CN,TERRA BALCANICA RES,Terra Balcanica Resources Corp.,explorer,"Vancouver, Canada","gold, silver, copper",50.0,10.0,"Exploration company focused on polymetallic projects in the Western Balkans, with key projects in Bosnia and Serbia.",2025-03-26 02:45:00+0000
450,TRX.TO,TRX GOLD,,explorer,"277 Lakeshore Road East, Oakville, ON, Canada",,,,"TRX Gold Corporation engages in the exploration and development of mineral properties. The company primarily explores for gold deposits. Its flagship project is the Buckreef gold project located in the Geita district of the Geita region, south of Lake Victoria. The company was formerly known as Tanzanian Gold Corporation and changed its name to TRX Gold Corporation in May 2022. The company was incorporated in 1990 and is based in Oakville, Canada.",2025-03-18 05:40:30+0000
451,TG.V,TRIFECTA GOLD,Trifecta Gold Ltd.,explorer,"Vancouver, Canada","gold, silver",90.0,10.0,"Exploration company focused on gold and silver projects in the Yukon’s Tombstone Gold Belt and Nevada’s Yuge Gold Project, with an optioned portfolio covering ~30,000 hectares across 11 properties.",2025-03-26 02:28:00+0000
452,TRO.V,TARANIS RESOURCES,,explorer,"1177 West Hastings Street, Vancouver, BC, Canada",,,,"Taranis Resources Inc., an exploration stage company, engages in the acquisition, exploration, and development of precious and base metal deposits in Canada. The company primarily explores for silver, gold, zinc, lead, and copper deposits. It holds a 100% interest in the Thor property comprising 27 crown granted mineral claims and 15 mineral tenures covering an area of approximately 3,300 hectares located in the Revelstoke mining district of British Columbia. The company was incorporated in 2001 and is based in Vancouver, Canada.",2025-03-18 06:04:40+0000
453,TOC.CN,TOCVAN VENTURES,,explorer,"1130 West Pender Street, Vancouver, BC, Canada",,,,"Tocvan Ventures Corp. engages in the acquisition, exploration, and development of mineral properties in Mexico. The company explores for gold and silver deposits. It holds interest in the Pilar property covering an area of approximately 2,173 hectares located in Mexico; and the El Picacho property that includes 12 mining concessions covering an area of 2,395.33 hectares located in Sonora, Mexico. Tocvan Ventures Corp. was incorporated in 2018 and is headquartered in Vancouver, Canada.",2025-03-18 06:04:40+0000
454,TUD.V,TUDOR GOLD,,explorer,"999 West Hastings Street, Vancouver, BC, Canada",,,,"Tudor Gold Corp., a junior resource exploration company, engages in the exploration and development of mineral properties in Canada. The company primarily explores for gold, copper, silver, and other precious and base metals. Its flagship project is the Treaty Creek property covering an area of 17,918 hectares located in the Golden Triangle area to the north of Stewart, British Columbia. The company was founded in 2015 and is headquartered in Vancouver, Canada.",2025-03-18 06:04:40+0000
456,TUO.V,TEUTON RESOURCES,,explorer,"2130 Crescent Road, Victoria, BC, Canada",,,,"Teuton Resources Corp., an exploration stage company, engages in the acquisition, exploration, and dealing of mineral properties in Canada. The company explores for gold, silver, copper, lead, antimony, and zinc deposits. Teuton Resources Corp. was incorporated in 1981 and is headquartered in Victoria, Canada.",2025-03-18 06:04:40+0000
457,TWR.V,TOWER RESOURCES,,explorer,"1112 West Pender St., Vancouver, BC, Canada",,,,"Tower Resources Ltd. engages in the acquisition, evaluation, and exploration of mineral properties in Canada. The company primarily explores for gold, silver, and copper deposits. Its properties include the Rabbit North project that comprises 34 mineral tenures covering an area of 16,400 hectares located in the Kamloops mining division of British Columbia; the Nechako gold project, which includes 10 mineral tenures totaling 2,975 hectares situated in the Nechako Plateau Region of central British Columbia; and the More Creek project that consists of 5 mineral tenures totaling 6,430 hectares located in the Golden Triangle District of northwest British Columbia. The company was formerly known as Tower Energy Ltd. and changed its name to Tower Resources Ltd. in September 2011. The company was incorporated in 1988 and is headquartered in Vancouver, Canada.",2025-03-17 06:38:31+0000
458,TXG.TO,TOREX GOLD RESOURCES,,explorer,"Exchange Tower, Toronto, ON, Canada",,,,"Torex Gold Resources Inc. operates as an intermediate gold producer. The company engages in the exploration, development, and operation of principal asset comprising 100% owned the Morelos Gold property, including Morelos Complex, which includes the El Limón Guajes Mine Complex; the Media Luna project, the EPO project, a processing plant, and related infrastructure that covers an area of approximately 29,000 hectares located southwest of Mexico City. It also mines for silver, copper, and carbon deposits. The company was formerly known as Gleichen Resources Ltd. and changed its name to Torex Gold Resources Inc. in April 2010. Torex Gold Resources Inc. was incorporated in 1980 and is based in Toronto, Canada.",2025-03-18 06:04:40+0000
459,TUF.V,HONEY BADGER SILVER,,explorer,"15782 Marine Drive, White Rock, BC, Canada",,,,"Honey Badger Silver Inc. acquires, explores for, and develops mineral properties. It primarily explores for silver, cobalt, gold, zinc, and lead deposits. The company holds a 100% interest in the Clear Lake deposit that comprises 121 contiguous claims covering an area of approximately 2,500 hectares located in the Whitehorse Mining District of the Yukon; and Nanisivik project that covering an area of approximately 5,723 hectares located in Nunavut. In addition, it holds interest in the Plata, Groundhog, and Hy silver projects in southeast and south-central Yukon, Canada. Further, the company holds 100% interest in Sunrise Lake project comprising of six contiguous mining leases covering an area of 1,621 hectares located in Canada and Thunder Bay Silver project located in Ontario. Honey Badger Silver Inc. was incorporated in 1992 and is headquartered in White Rock, Canada.",2025-03-18 06:04:40+0000
460,TSK.TO,TALISKER RESOURCES,,explorer,"130 Adelaide Street West, Toronto, ON, Canada",,,,"Talisker Resources Ltd., a junior resource company, explores and evaluates mineral properties in British Columbia, Canada. It primarily explores for gold and silver deposits. The company's flagship project is the 100% owned Bralorne Gold Project comprising 63 mineral claims, three leases, and 197 Crown Grant claims covering an area of approximately 12,769.63 Ha. Talisker Resources Ltd. is headquartered in Toronto, Canada.",2025-03-18 06:04:40+0000
461,USGD.CN,AMERICAN PACIFIC MINING,,explorer,"510 Burrard Street, Vancouver, BC, Canada",,,,"American Pacific Mining Corp. explores and develops precious and base metals in Western United States. The company explores for gold, silver, barite, zinc, and copper deposits. Its flagship properties are the Palmer Project located in Haines, Alaska; and the Madison Project located in Montana. The company was incorporated in 2017 and is headquartered in Vancouver, Canada.",2025-03-18 06:04:40+0000
462,VAU.V,VIVA GOLD,,explorer,"8047 199 Street, Langley, BC, Canada",,,,"Viva Gold Corp. engages in the acquisition, exploration, and development of precious metal properties in the United States. It holds 100% interest in the Tonopah gold project comprising 508 unpatented mineral claims covering an area of approximately 10, 200 acres located in the Walker Lane Trend in Western Nevada. The company was formerly known as Aintree Resources Inc. Viva Gold Corp. was incorporated in 2009 and is based in Langley, Canada.",2025-03-18 06:04:40+0000
463,VEIN.V,PASOFINO GOLD,,explorer,"366 Bay Street, Toronto, ON, Canada",,,,"Pasofino Gold Limited engages in the acquisition, exploration, and development of mineral properties. It has an option to acquire 49% interest in the Dugbe gold project covering an area of 2,559 square kilometers situated in southern Liberia. The company was formerly known as Enforcer Gold Corp. and changed its name to Pasofino Gold Limited in October 2019. Pasofino Gold Limited was incorporated in 2010 and is headquartered in Toronto, Canada.",2025-03-18 06:04:40+0000
464,VG.V,VOLCANIC GOLD MINES INC.,,explorer,"Vancouver, Canada","gold, silver",77.0,23.0,Exploration company targeting high-grade gold and silver deposits at the Holly Project and Motagua Norte in Guatemala.,2025-03-24 00:00:00+0000
465,VGCX.TO,VICTORIA GOLD,,producer,"Vancouver, Canada","gold, silver",90.0,10.0,"Gold producer operating the Eagle Gold Mine in Yukon, Canada, with silver as a by-product.",2025-03-24 00:00:00+0000
466,VIO.V,VIOR INC.,,explorer,"Quebec City, Canada",gold,100.0,0.0,"Gold exploration company focused on the Pascalis Project and other properties in the Abitibi region of Quebec, Canada.",2025-03-24 00:00:00+0000
467,VIPR.V,SILVER VIPER MINERALS,,explorer,"Vancouver, Canada","gold, silver",60.0,40.0,"Exploration company focused on the La Virginia Gold-Silver Project in Sonora, Mexico, targeting epithermal gold-silver mineralization.",2025-03-24 00:00:00+0000
468,VLC.V,VELOCITY MINERALS,,explorer,"Vancouver, Canada","gold, copper",80.0,0.0,"Exploration company focused on gold and copper properties in Europe, with a recent acquisition of the Miriofito copper-gold property in Northern Greece.",2025-03-24 00:00:00+0000
469,VML.V,VISCOUNT MINING,,explorer,"North Vancouver, Canada","silver, gold",10.0,90.0,"Exploration company focused on silver and gold properties, with key projects at Silver Cliff in Colorado and Cherry Creek in Nevada.",2025-03-24 00:00:00+0000
470,VOXR.TO,VOX ROYALTY,,producer,"Toronto, Canada","gold, silver",70.0,30.0,"Royalty and streaming company with over 60 royalties, primarily in precious metals across Australia, Canada, and the US.",2025-03-24 00:00:00+0000
471,USA.TO,AMERICAS GOLD AND SILVER,,explorer,"145 King Street West, Toronto, ON, Canada",,,,"Americas Gold and Silver Corporation, together with its subsidiaries, engages in the exploration, development, and production of mineral properties in the Americas. It primarily explores for gold, silver, zinc, lead, and other by-products. The company was formerly known as Americas Silver Corporation and changed its name to Americas Gold and Silver Corporation in September 2019. Americas Gold and Silver Corporation was incorporated in 1998 and is headquartered in Toronto, Canada.",2025-03-18 06:04:40+0000
472,VVC.V,VVC EXPLORATION,VVC Exploration Corporation,explorer,"Toronto, Canada","copper, gold, silver, zinc, helium",10.0,10.0,"Exploration company focused on copper, gold, silver, and zinc in Mexico (Gloria, Cumeral, La Tuna) and helium in Kansas, USA (Syracuse and Stockholm projects).",2025-03-24 21:46:00+0000
473,VZLA.V,VIZSLA SILVER,Vizsla Silver Corp.,explorer,"Vancouver, Canada","silver, gold",20.0,80.0,"Advanced exploration company focused on the Panuco silver-gold project in Sinaloa, Mexico, with a significant resource base and plans for a bulk sample program in 2025.",2025-03-24 21:44:00+0000
474,WAM.V,WESTERN ALASKA MINERALS,Western Alaska Minerals Corp.,explorer,"Tucson, USA","gold, silver, copper, lead, zinc",30.0,50.0,"Exploration company targeting high-grade CRD systems in the Illinois Creek Mining District, Alaska, with key projects including Illinois Creek gold-silver mine and Waterpump Creek silver-lead-zinc deposit.",2025-03-24 21:44:00+0000
475,VROY.V,VIZSLA ROYALTIES,,developer,"Vancouver, Canada","silver, gold",40.0,60.0,"Royalty holder on the Panuco silver-gold project in Mexico, advancing towards production.",2025-03-24 00:00:00+0000
476,WEX.V,WESTERN EXPLORATION,Western Exploration Inc.,explorer,"Vancouver, Canada","gold, silver",90.0,10.0,"Gold and silver exploration company with projects in Nevada, USA, including the Aura Project.",2025-03-24 21:41:00+0000
477,WG.CN,WESTWARD GOLD,Westward Gold Inc.,explorer,"Vancouver, Canada",gold,100.0,0.0,"Mineral exploration company focused on gold projects in Nevada, USA, with a primary focus on the Toiyabe Hills property and its Campfire Target.",2025-03-24 00:00:00+0000
478,WGF.V,WESCAN GOLDFIELDS,Wescan Goldfields Inc.,explorer,"Saskatoon, Canada",gold,100.0,0.0,"Mineral exploration company focused on gold properties in Saskatchewan, Canada, including the Fork Lake, Jojay, and Munro Lake projects.",2025-03-24 21:35:00+0000
479,WGLD.V,WESTERN GOLD EXPLORATION,Western Gold Exploration Ltd.,explorer,"North Berwick, United Kingdom","gold, copper",70.0,0.0,"Mineral exploration company focused on gold and copper deposits, with its primary project being the Lagalochan copper-gold porphyry in Argyll, Scotland.",2025-03-24 21:34:00+0000
480,WGO.V,WHITE GOLD,White Gold Corp.,explorer,"Vancouver, Canada",gold,100.0,0.0,"Gold exploration company with projects in Yukon, Canada, including large defined resources and new exploration targets.",2025-03-24 00:00:00+0000
